time,x,y,x_tilt,y_tilt,pressure
68161,1113,260,-34,-6,0.175369
68161,1113,259,-35,-6,0.180252
68166,1114,258,-35,-6,0.181229
68171,1114,257,-36,-6,0.1866
68176,1115,257,-36,-5,0.19101
68182,1116,256,-36,-5,0.196381
68187,1116,255,-36,-5,0.199799
68192,1117,254,-36,-5,0.198334
68197,1118,254,-36,-5,0.200775
68202,1118,253,-36,-4,0.205658
68207,1119,252,-36,-4,0.210541
68212,1119,252,-36,-4,0.217377
68217,1120,251,-36,-4,0.220322
68222,1120,250,-36,-4,0.226181
68228,1120,250,-37,-4,0.230576
68232,1121,249,-37,-4,0.236923
68237,1121,249,-38,-4,0.243271
68243,1121,248,-38,-4,0.251587
68249,1121,248,-38,-4,0.258423
68254,1122,248,-38,-4,0.262329
68262,1122,248,-38,-4,0.261353
68267,1122,248,-38,-4,0.261353
68273,1122,247,-38,-4,0.263794
68279,1122,247,-38,-4,0.266724
68284,1122,247,-38,-4,0.269165
68289,1122,246,-38,-4,0.267212
68294,1122,246,-38,-4,0.268188
68300,1122,245,-38,-3,0.271118
68305,1122,245,-38,-3,0.276001
68311,1122,244,-38,-3,0.281387
68316,1122,244,-38,-3,0.285294
68321,1122,244,-38,-3,0.287247
68327,1122,243,-38,-3,0.2892
68332,1122,243,-38,-3,0.291641
68332,1122,243,-38,-3,0.294083
68337,1122,242,-38,-3,0.297989
68343,1122,242,-38,-3,0.299942
