time,x,y,x_tilt,y_tilt,pressure
25212,1180,739,-39,0,-0.279922
25217,1181,739,-39,-1,-0.276505
25223,1182,739,-39,-1,-0.276505
25229,1183,740,-39,-2,-0.273575
25229,1183,740,-39,-2,-0.270157
25234,1184,740,-39,-2,-0.265762
25240,1184,741,-39,-2,-0.262833
25246,1185,741,-39,-2,-0.262833
25251,1185,741,-39,-2,-0.262833
25257,1185,741,-40,-2,-0.261368
25263,1186,741,-40,-2,-0.259415
25267,1186,741,-40,-2,-0.25795
25273,1186,741,-40,-2,-0.258438
25279,1186,741,-40,-2,-0.259903
25279,1186,741,-40,-2,-0.26088
25284,1186,741,-40,-2,-0.263321
25290,1186,741,-40,-3,-0.267715
25295,1186,741,-40,-3,-0.271622
25301,1186,741,-40,-4,-0.280411
25309,1186,741,-40,-4,-0.296539
25315,1186,741,-40,-4,-0.317062
25315,1186,741,-40,-4,-0.341476
25321,1186,741,-40,-4,-0.372253
25327,1186,741,-40,-4,-0.406464
25333,1186,741,-40,-4,-0.444565
25339,1186,741,-40,-4,-0.480713
25345,1186,741,-40,-4,0.493881
25346,1185,740,-40,-5,0.468475
25352,1184,740,-41,-5,0.450409
25357,1184,739,-42,-6,0.432816
25362,1184,739,-43,-6,0.417191
25367,1184,738,-43,-6,0.403503
25373,1184,737,-43,-6,0.392273
25378,1185,736,-42,-6,0.380554
25383,1185,735,-40,-6,0.370285
25388,1185,734,-36,-5,0.359543
25394,1185,733,-32,-5,0.349289
25399,1184,731,-27,-4,0.340485
25404,1183,730,-24,-3,0
25667,1338,760,2,2,0.117722
25672,1391,770,1,2,0.11528
25677,1393,769,1,1,0.11821
25683,1394,767,1,1,0.116257
25688,1396,766,0,1,0.113327
25693,1396,764,0,1,0.110886
25699,1397,762,0,1,0.108444
25704,1398,760,0,0,0.106491
25709,1398,758,0,0,0.105026
25715,1399,757,0,0,0.103073
25720,1399,756,-1,0,0.101608
25725,1400,754,-1,0,0.0991669
25731,1400,753,-2,0,0.0967255
25736,1400,751,-2,-1,0.0947723
25741,1401,749,-3,-2,0.092804
25747,1401,747,-4,-3,0.0913391
25747,1402,744,-5,-3,0.0898743
25753,1403,742,-6,-4,0.0888977
25758,1404,740,-8,-4,0.0913391
25764,1405,738,-9,-5,0.0903625
25769,1406,736,-11,-5,0.0888977
25774,1407,733,-12,-6,0.0869446
25780,1408,731,-14,-6,0.0849915
25785,1408,728,-15,-6,0.0835266
25790,1409,724,-16,-6,0.08255
25795,1409,721,-18,-6,0.0810852
25801,1409,718,-19,-6,0.0796204
25806,1409,715,-20,-6,0.0781555
25811,1409,712,-21,-7,0.0766907
25817,1408,709,-22,-7,0.0752258
25817,1408,706,-23,-8,0.073761
25823,1407,704,-24,-8,0.0722961
25828,1406,701,-25,-8,0.0708313
25833,1405,699,-26,-9,0.0698547
25838,1403,697,-27,-9,0.0683899
25843,1403,696,-28,-10,0.0674133
25849,1402,694,-29,-10,0.066925
25855,1401,693,-30,-11,0.0659485
25859,1401,692,-31,-11,0.0654602
25865,1400,692,-33,-12,0.0664368
25870,1400,691,-34,-12,0.0659485
25875,1401,691,-35,-12,0.0644836
25881,1401,691,-37,-12,0.0635071
